IDENTIFIKATOR_KLIJENTA,DOB,GRAD_STALNE_ADRESE,POSTANSKI_BROJ_STALNE_ADRESE,ZUPANIJA_STALNE_ADRESE,DRZAVA_STALNE_ADRESE,STATISTICKA_OZNAKA,ORGANIZACIJSKA_JEDINICA_KLIJENTA,DATUM_PRVOG_POCETKA_POSLOVNOG_ODNOSA,DATUM_ZADNJEG_POCETKA_POSLOVNOG_ODNOSA,SPOL,STATUS_ZAPOSLENJA,VRSTA_ZAPOSLENJA,POZICIJA,STRUCNA_SPREMA,SIFRA_VRSTE_KLIJENTA,DRZAVA_NACIONALNOSTI,GRAD_DOPISNE_ADRESE,POSTANSKI_BROJ_DOPISNE_ADRESE,ZUPANIJA_DOPISNE_ADRESE,DRZAVA_DOPISNE_ADRESE,KREDITNI_RATING,OZNAKA_AKVIZICIJE_KLIJENTA,IMA_LI_KLIJENT_KYC_BLOKADU,KLIJENT_REZIDENT,GODINE_STAZA_KOD_TRENUTNOG_POSLODAVCA,GODINE_STAZA,ZANIMANJE,KATEGORIJA_POSLODAVCA,TIP_POSLODAVCA,VRSTA_STANOVANJA,PERIOD_PROVEDEN_NA_TRENUTNOJ_ADRESI,TIP_VLASNISTVA,BROJ_CLANOVA_KUCANSTVA,BROJ_UZDRZAVANIH_CLANOVA_KUCANSTVA,KLIJENT_PREMINUO,BRACNI_STATUS,KLIJENT_PRIMA_OSNOVNO_PRIMANJE_U_BANCI
U2KU10FSJWHZ,40,DRNIŠ,22320,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,249,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,DRNIŠ,22320,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
1VBBPB4M6BYT,65,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
R2MCDKGZTCQ6,52,OMIŠ,21310,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,OMIŠ,21310,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
Z3WL6PZVFROO,87,VODICE,22210,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,249,6/9/2005/,6/9/2005/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VODICE,22210,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,Y,Y,,,,,,,,,,,N,,NE
ZY0KLW1M476F,67,HERCEGOVAC,43280,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,HERCEGOVAC,43280,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
KVSD9861Y8XV,59,KAŠTEL STARI,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KAŠTEL STARI,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
13IM2MIR1MWZ,57,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
GHLYKXMKYOYF,59,DUGO SELO,10370,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,DUGO SELO,10370,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
Y6WEZLK02I6N,67,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
JJD5U2F1DDBT,75,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
6SLXWVAZAE11,88,SESVETE,10360,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,14/6/2006/,14/6/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,SESVETE,10360,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
82S452N01Y3F,57,DUGO SELO,10370,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,220,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,DUGO SELO,10370,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
01LC1A94YHCW,78,KUTJEVO,34340,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,258,29/4/2006/,29/4/2006/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,KUTJEVO,34340,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
HU0DX7PSM5AZ,79,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
521FBF86U69Y,60,KUTINA,44320,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,KUTINA,44320,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
6J48WDYQXTH2,82,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,13/6/2006/,13/6/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
ADSO3EF63MRD,83,ZAGREB-DUBRAVA,10040,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB-DUBRAVA,10040,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
PHBTOLVND5LU,57,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
KOIJYR2GFT3F,83,BJELOVAR,43000,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,248,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,BJELOVAR,43000,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
TNCYT0CV1F2L,92,DONJI MIHOLJAC,31540,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,14/11/1995/,14/11/1995/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,DONJI MIHOLJAC,31540,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
YTEBY3XV1A72,65,NOVSKA,44330,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,NOVSKA,44330,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
6HMJFUTJ5ORH,69,ČAGLIN,34350,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,258,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ČAGLIN,34350,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
M7JFLOFJHWUW,62,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
VZBH3AHZ5YH8,58,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
U5F73T3L1XQJ,57,HRAŠĆE TUROPOLJSKO,10020,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,SSS,60015,HR,HRAŠĆE TUROPOLJSKO,10020,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,OSTALI ZAPOSLENICI,,,,,,,,N,,NE
RCEJ62Z1HX0J,67,NOVA GRADIŠKA,35400,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,NOVA GRADIŠKA,35400,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
4BJBM9QHDZMP,54,ŽUTNICA,49000,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ŽUTNICA,49000,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
HJ5IULGMCP0A,92,ZAGREB-TREŠNJEVKA,10110,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB-TREŠNJEVKA,10110,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
DH1NVISZGYIQ,75,VIŠNJEVAC,31220,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VIŠNJEVAC,31220,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
2T2EXD89WJ21,84,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
NFOTM0THSKYI,96,VRGORAC,21270,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,28/6/2006/,28/6/2006/,F,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,VRGORAC,21270,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,3-7,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,,VLASTITI STAN/KUĆA,>5,STAN,1.0,,Y,Y,NE
RIHTX5FKD7WR,53,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
YPW892C0XPHI,97,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,214,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
JLH8IH8UCK7U,40,BJELOVAR,43000,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,248,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,BJELOVAR,43000,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
IOT9RYTL5K2W,51,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
35IP9F0A4Y2G,72,GOVEĐARI,20220,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,203,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,GOVEĐARI,20220,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
NOEPR4MHEPI1,86,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
15M29JFMR0YS,46,RIJEKA,51000,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,7/11/2011/,7/11/2011/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,RIJEKA,51000,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
X95GIAB6D8ZJ,57,ZAGREB-DUBRAVA,10040,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB-DUBRAVA,10040,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
3F3JAKY4A5RI,47,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
ZGXWZ19KYK6A,54,VARAŽDIN,42000,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VARAŽDIN,42000,VARAŽDINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
EYNRYHL4KPLJ,48,SLAVONSKI KOBAŠ,35250,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,SLAVONSKI KOBAŠ,35250,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
4DQ25QBWP2DI,73,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,26/10/2006/,26/10/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
BLQCS5UIDRA8,73,PIROVAC,22210,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,249,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,PIROVAC,22210,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
1J9VUD23TNY4,47,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
RKHOMJTQJE3R,76,PRIVLAKA,23230,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,214,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,PRIVLAKA,23230,ZADARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
MGNYGWS6WZY0,26,KNEŽEVO,31300,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,237,27/7/2017/,27/7/2017/,F,,OSTALO,OSTALO,SSS,60015,HR,KNEŽEVO,31300,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,KOD RODITELJA,>5,,6.0,,N,N,NE
3D0JQCM2570F,57,DUGO SELO,10370,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,7/1/1994/,9/7/2019/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAGREB-DUBRAVA,10040,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
PN8X5E0OZWUB,44,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
9UAPNX4UXH7D,56,BUZET,52420,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,BUZET,52420,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
WFSPL46C4VWM,44,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
ASVVVSCC7B8E,94,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
9RW3P8SL30MR,85,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
J713RQYJM5LJ,49,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
PH75SGR57PSB,60,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,15/8/1993/,15/8/1993/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,VSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",,JAVNO PODUZEĆE,,,,,,N,,NE
DZY7WIDTZWZN,62,ZAGREB-DUBRAVA,10040,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB-DUBRAVA,10040,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
IAWTGUXZ848I,77,STARA GRADIŠKA,35430,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,STARA GRADIŠKA,35430,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
PJRBQF2W6ZBO,56,LIPIK,34550,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,17/1/1997/,17/1/1997/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,LIPIK,34550,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
8BDL1L78R3Z9,66,KAŠTEL LUKŠIĆ,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KAŠTEL LUKŠIĆ,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
BO4GT1U3JPJM,88,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
XGQ6WABRM9FI,52,MARUŠEVEC,42240,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,MARUŠEVEC,42240,VARAŽDINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
F47078R18WRJ,71,KORENICA,53230,LIČKO-SENJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,201,5/10/2000/,5/10/2000/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KORENICA,53230,LIČKO-SENJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
GWZPPUB6R3RX,64,DUGO SELO,10370,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,DUGO SELO,10370,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
VJ0DDFRRTCG1,89,ZAGREB-NOVI ZAGREB,10020,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,209,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB-NOVI ZAGREB,10020,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
9L4RMA6EDPVL,76,SESVETE,10360,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SESVETE,10360,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
5MYED7GBN8DL,66,KLEK,20350,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,203,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KLEK,20350,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
NJS197LPI3GC,71,PODCRKAVLJE,35200,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,PODCRKAVLJE,35200,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
